,sub_label,obj_label,subj_anchors
552,valium,"['prescribed', 'prescription', 'taken', 'consumed', 'dangerous', 'medicine', 'small', 'calming', 'medical', 'relaxing', 'swallowed', 'strong', 'circular', 'round', 'helpful', 'good']","['bone', 'water', 'mercury']"
553,van,"['driven', 'white', 'transport', 'big', 'large', 'fast', 'dirty', 'travelling']","['car', 'vehicle', 'trailer']"
554,veil,"['cloth', 'material', 'worn', 'weddings', 'white', 'translucent', 'clear', 'transparent', 'clothing', 'light', 'thin', 'religious', 'attractive', 'beautiful', 'pretty', 'sheer', 'soft', 'black', 'long', 'big', 'large', 'fragile', 'delicate', 'lifted', 'darkened', 'dark', 'fine']","['hair', 'dress', 'clothing']"
555,violin,"['wood', 'wooden', 'played', 'pretty', 'attractive', 'beautiful', 'tuned', 'brown', 'hollow', 'small', 'expensive', 'shiny', 'quiet', 'traditional']","['piano', 'guitar', 'percussion']"
556,wallet,"['leather', 'useful', 'functional', 'small', 'stolen', 'storage', 'black', 'carried', 'portable', 'folded', 'lost', 'soft', 'important', 'flat', 'brown', 'square', 'rectangular', 'dark']","['keys', 'coins', 'glasses']"
557,walrus,"['big', 'large', 'massive', 'fat', 'brown', 'grey', 'heavy', 'marine', 'ugly', 'noisy', 'loud', 'aggressive', 'clumsy', 'slippery', 'strong']","['deer', 'oak', 'seal']"
558,wand,"['magical', 'magic', 'wooden', 'long', 'thin', 'black', 'waved', 'white', 'fantasy', 'mysterious', 'fictional', 'mystical', 'small', 'metal']","['sword', 'staff', 'spear']"
559,wasp,"['black', 'yellow', 'striped', 'small', 'tiny', 'scary', 'feared', 'angry', 'annoying', 'nasty', 'dangerous', 'orange']","['bee', 'spider', 'fly']"
560,watch,"['worn', 'digital', 'small', 'useful', 'little', 'helpful', 'expensive', 'silver', 'mechanisms', 'mechanical', 'fashionable', 'cheap', 'important', 'intricate']","['whistle', 'clock', 'radio']"
561,watermelon,"['red', 'edible', 'eaten', 'large', 'big', 'pink', 'spherical', 'round', 'circular', 'water', 'sweet', 'green', 'soft', 'hard', 'striped', 'heavy', 'wet', 'healthy', 'grown', 'fresh', 'exotic', 'moist', 'tropical']","['corn', 'wheat', 'cotton']"
562,wetsuit,"['tight', 'worn', 'black', 'clothing', 'revealing', 'wet', 'protective', 'expensive', 'uncomfortable', 'useful', 'warm', 'practical', 'heavy', 'thick']","['clothing', 'underwear', 'shoes']"
563,whale,"['big', 'large', 'marine', 'blue', 'hunted', 'dangerous', 'heavy', 'alive', 'endangered', 'strong', 'aquatic']","['seal', 'fish', 'human']"
564,wheel,"['circular', 'round', 'metal', 'wooden', 'useful', 'black', 'efficient']","['chain', 'frame', 'ball']"
565,wheelbarrow,"['useful', 'pushed', 'heavy', 'dirty', 'big', 'large', 'spacious']","['wheel', 'wheels', 'rope']"
566,wheelchair,"['metal', 'pushed', 'moved', 'mobile', 'manual', 'useful', 'helpful', 'electric', 'electronic', 'transport', 'powered', 'heavy', 'uncomfortable', 'elderly']","['walking', 'running', 'flight']"
567,whip,"['long', 'painful', 'thin', 'narrow', 'slender', 'flexible', 'black', 'cruel', 'brown', 'fast', 'hard', 'stiff', 'tan']","['sword', 'knife', 'thread']"
568,whisk,"['electric', 'electrical', 'useful', 'handy', 'manual', 'hand', 'light', 'lightweight', 'cheap', 'small']","['thread', 'wool', 'whistle']"
569,whisky,"['alcoholic', 'alcohol', 'strong', 'Scottish', 'liquid', 'brown', 'grain', 'golden', 'transparent', 'aged', 'expensive', 'disgusting', 'clear', 'Irish', 'drunk', 'dark', 'cold', 'warming', 'sold']","['tobacco', 'wine', 'liquor']"
570,whistle,"['noisy', 'loud', 'noise', 'blown', 'small', 'piercing', 'whistle', 'musical', 'annoying', 'worn']","['bells', 'drum', 'bell']"
571,willow,"['green', 'weeping', 'tall', 'brown', 'big', 'large', 'pretty', 'attractive', 'beautiful', 'flexible', 'alive', 'light', 'mysterious']","['oak', 'cotton', 'wood']"
572,window,"['clear', 'transparent', 'open', 'opened', 'closed', 'rectangular', 'square', 'broken', 'stained', 'flat', 'big', 'large', 'locked']","['door', 'doors', 'windows']"
573,wine,"['alcoholic', 'alcohol', 'red', 'white', 'rose', 'drunk', 'expensive', 'liquid', 'sold', 'popular', 'strong', 'sweet', 'nice', 'French', 'sparkling', 'dry', 'pink', 'rich', 'sophisticated']","['food', 'spirits', 'tobacco']"
574,wolf,"['hairy', 'grey', 'aggressive', 'dangerous', 'wild', 'vicious', 'fierce', 'scary', 'frightening', 'fast', 'black', 'endangered', 'social', 'ugly']","['human', 'dog', 'cat']"
575,woodpecker,"['noisy', 'loud', 'small', 'red', 'rare', 'unusual', 'green']","['squirrel', 'hawk', 'rabbit']"
576,worm,"['long', 'thin', 'pink', 'small', 'blind', 'brown', 'eaten', 'edible', 'soft', 'alive', 'dirty']","['snake', 'spider', 'fish']"
577,wren,"['small', 'brown', 'alive', 'living', 'dark', 'natural', 'big', 'large']","['deer', 'sheep', 'fish']"
578,yacht,"['expensive', 'wooden', 'big', 'large', 'transport', 'luxurious', 'raced', 'fast', 'tall', 'unstable', 'white', 'impressive', 'entertaining', 'fun', 'magnificent']","['car', 'boat', 'fishing']"
579,yoghurt,"['dairy', 'eaten', 'edible', 'white', 'food', 'healthy', 'thick', 'sour', 'sharp', 'acidic', 'liquid', 'sweet', 'Greek', 'smooth', 'frozen', 'natural', 'cold']","['chocolate', 'milk', 'cheese']"
580,yoyo,"['entertaining', 'fun', 'circular', 'round', 'played', 'small', 'colours', 'spun', 'popular', 'thrown', 'held', 'hard', 'light', 'smooth']","['stick', 'drum', 'drums']"
581,zebra,"['striped', 'black', 'white', 'African', 'fast', 'prey', 'hunted', 'shy', 'harmless', 'eaten', 'edible', 'wild', 'pretty', 'attractive', 'beautiful']","['deer', 'rabbit', 'squirrel']"
582,bellows,"['metal', 'pumped', 'old', 'big', 'large']","['bells', 'drums', 'horns']"
583,aeroplane,['vehicle'],"['missiles', 'transport', 'missile']"
584,alligator,['predator'],"['seal', 'turtle', 'fish']"
585,ambulance,"['vehicle', 'van']","['fire', 'transport', 'radio']"
586,anchor,['symbol'],"['cable', 'rope', 'mast']"
587,apple,"['fruit', 'food']","['grape', 'apples', 'fruit']"
588,apricot,['fruit'],"['coffee', 'chocolate', 'orange']"
589,arm,['limb'],"['legs', 'shoulder', 'hand']"
590,armchair,"['chair', 'seat']","['chair', 'chairs', 'table']"
591,arrow,"['weapon', 'symbol', 'toy']","['bow', 'spear', 'sword']"
592,artichoke,"['vegetable', 'plant']","['cheese', 'tomato', 'chocolate']"
593,asparagus,"['vegetable', 'plant']","['tobacco', 'cotton', 'beans']"
594,aspirin,"['pill', 'tablet', 'drug', 'chemical']","['ethanol', 'water', 'glucose']"
595,aubergine,"['vegetable', 'plant']","['orange', 'chocolate', 'apples']"
596,avocado,"['fruit', 'vegetable']","['coffee', 'tomato', 'orange']"
597,axe,"['weapon', 'tool']","['sword', 'spear', 'hammer']"
598,badge,"['pin', 'symbol', 'decoration']","['cap', 'collar', 'ribbon']"
599,bag,['container'],"['belt', 'chain', 'box']"
600,ball,"['game', 'sphere', 'toy']","['stick', 'net', 'basket']"
601,balloon,['toy'],"['radio', 'cable', 'plane']"
602,banana,['fruit'],"['coffee', 'sugar', 'cotton']"
603,barge,"['boat', 'home']","['ship', 'boat', 'wagon']"
604,barrel,"['cylinder', 'container']","['bolt', 'stock', 'hammer']"
605,basin,"['sink', 'bowl', 'container']","['bowl', 'sink', 'pipe']"
606,bath,"['container', 'tub']","['cooking', 'toilet', 'washing']"
607,bayonet,"['weapon', 'gun', 'knife', 'blade']","['knife', 'sword', 'helmet']"
608,bean,"['food', 'vegetable', 'seed', 'runner', 'pulse', 'plant']","['corn', 'squash', 'nut']"
609,bear,['toy'],"['deer', 'squirrel', 'pig']"
610,beer,"['drink', 'beverage', 'liquid']","['wine', 'tobacco', 'food']"
611,beetle,['car'],"['fish', 'spider', 'fly']"
612,bell,"['sound', 'noise', 'warning', 'signal']","['whistle', 'clock', 'hammer']"
613,bellows,"['pump', 'tool', 'device']","['bells', 'drums', 'horns']"
614,bicycle,['vehicle'],"['car', 'bike', 'foot']"
615,bin,"['cylinder', 'container']","['chain', 'bag', 'box']"
616,birch,"['tree', 'plant']","['oak', 'gum', 'cotton']"
617,biscuit,"['treat', 'snack']","['cheese', 'bread', 'flour']"
618,blender,"['container', 'tool']","['fridge', 'filter', 'kitchen']"
619,blouse,"['garment', 'shirt']","['skirt', 'trousers', 'pants']"
620,blueberry,"['fruit', 'food']","['orange', 'tomato', 'grape']"
621,boat,"['vehicle', 'vessel']","['ship', 'canoe', 'sail']"
622,bolts,['tool'],"['nails', 'nuts', 'chains']"
623,bomb,['weapon'],"['explosives', 'missile', 'gun']"
624,boomerang,"['toy', 'weapon', 'tool']","['guitar', 'drum', 'rope']"
625,bottle,['container'],"['glass', 'cup', 'pipe']"
626,bouquet,"['gift', 'present']","['flowers', 'flower', 'cake']"
627,bowl,"['container', 'vessel']","['cup', 'spoon', 'plate']"
628,box,"['cube', 'container']","['board', 'bag', 'case']"
629,bracelet,"['circle', 'gift']","['chain', 'ring', 'belt']"
630,brandy,"['drink', 'liquor', 'spirit', 'liquid', 'beverage']","['wine', 'vodka', 'coffee']"
631,brick,"['material', 'block']","['stone', 'steel', 'concrete']"
632,bridge,"['structure', 'construction']","['canal', 'water', 'building']"
633,broccoli,"['vegetable', 'plant']","['tomato', 'corn', 'cheese']"
634,brochure,"['booklet', 'book', 'catalogue', 'document']","['advertisements', 'photographs', 'books']"
635,broom,['tool'],"['comb', 'bucket', 'brush']"
636,bucket,"['container', 'vessel', 'cylinder']","['net', 'basket', 'board']"
637,buckle,['device'],"['belt', 'chain', 'strap']"
638,budgie,"['bird', 'pet']","['roll', 'squash', 'cheese']"
639,buggy,['vehicle'],"['wagon', 'horse', 'carriage']"
640,bullet,['weapon'],"['shell', 'bone', 'bolt']"
641,bus,['vehicle'],"['car', 'trains', 'trucks']"
642,butter,"['block', 'spread']","['sugar', 'cheese', 'cream']"
643,buttercup,"['flower', 'plant']","['coffee', 'sugar', 'butter']"
644,buzzard,"['bird', 'predator', 'hunter', 'hawk']","['hawk', 'swift', 'black']"
645,cabbage,"['vegetable', 'plant']","['corn', 'vegetables', 'beans']"
646,cake,"['dessert', 'treat', 'gift']","['chocolate', 'coffee', 'dessert']"
647,calf,"['cow', 'baby']","['cow', 'cattle', 'foot']"
648,camera,['machine'],"['microphone', 'computer', 'radio']"
649,canary,"['bird', 'pet']","['deer', 'rabbit', 'horse']"
650,cannon,['weapon'],"['ammunition', 'guns', 'knives']"
651,canoe,['boat'],"['boat', 'rope', 'sail']"
652,cap,"['garment', 'hat']","['tie', 'skirt', 'bottle']"
653,car,['vehicle'],"['vehicle', 'trucks', 'radio']"
654,caravan,"['home', 'vehicle', 'box', 'shelter', 'trailer']","['transport', 'ship', 'car']"
655,carnation,"['flower', 'plant']","['chocolate', 'coffee', 'fruit']"
656,carp,['fish'],"['wheat', 'cotton', 'beans']"
657,carrot,"['vegetable', 'root']","['cheese', 'tomato', 'tobacco']"
658,cart,['vehicle'],"['wagon', 'horse', 'carriage']"
659,cat,"['pet', 'predator', 'hunter']","['dog', 'mice', 'rabbit']"
660,catalogue,"['list', 'book', 'booklet']","['history', 'publication', 'reference']"
661,catapault,"['weapon', 'toy', 'tool']","['ship', 'sail', 'canoe']"
662,cauliflower,"['vegetable', 'plant']","['cotton', 'tobacco', 'squash']"
663,celery,"['vegetable', 'stalk', 'plant']","['cheese', 'bacon', 'butter']"
664,centipede,"['bug', 'creature', 'predator']","['fish', 'lizard', 'turtle']"
665,certificate,"['document', 'prize', 'record', 'reward']","['signature', 'licence', 'proof']"
666,chainsaw,"['tool', 'saw', 'weapon']","['rope', 'chain', 'hammer']"
667,champagne,"['drink', 'wine']","['wine', 'chocolate', 'vodka']"
668,chandelier,"['light', 'decoration']","['mirrors', 'bells', 'furniture']"
669,cheetah,"['cat', 'runner', 'predator', 'hunter']","['deer', 'monkey', 'rabbit']"
670,cherry,['fruit'],"['orange', 'sugar', 'chocolate']"
671,chestnut,"['nut', 'tree', 'food', 'colour', 'seed']","['white', 'black', 'red']"
672,chicken,['bird'],"['vegetables', 'pork', 'eggs']"
673,chipmunk,"['squirrel', 'pet']","['squirrel', 'rabbit', 'monkey']"
674,chisel,['tool'],"['hammer', 'drill', 'knife']"
675,chocolate,"['treat', 'dessert', 'gift', 'sweet']","['milk', 'sugar', 'butter']"
676,cider,"['drink', 'liquid']","['wine', 'ale', 'tobacco']"
677,clamp,['tool'],"['thread', 'chain', 'screw']"
678,club,"['weapon', 'stick']","['sport', 'family', 'house']"
679,cockerel,"['bird', 'male', 'chicken']","['rabbit', 'bass', 'pig']"
680,coconut,"['fruit', 'nut', 'food']","['sugar', 'rubber', 'salt']"
681,cod,['fish'],"['fish', 'salt', 'corn']"
682,codeine,"['drug', 'pill', 'tablet', 'medicine']","['protein', 'proteins', 'tape']"
683,coffee,"['bean', 'drink', 'beverage', 'plant']","['milk', 'sugar', 'food']"
684,coffin,"['box', 'container', 'vessel']","['tomb', 'box', 'bed']"
685,coin,"['circle', 'currency', 'penny', 'token']","['coins', 'money', 'paper']"
686,colander,"['tool', 'bowl']","['salt', 'sugar', 'tobacco']"
687,comb,['tool'],"['nail', 'thread', 'nails']"
688,corkscrew,"['tool', 'spiral']","['bells', 'radio', 'whistle']"
689,corn,"['vegetable', 'crop', 'plant', 'seed', 'staple', 'cereal']","['wheat', 'beans', 'cotton']"
690,courgette,"['vegetable', 'fruit', 'plant']","['wine', 'piano', 'cheese']"
691,cradle,"['bed', 'basket']","['pillow', 'frame', 'table']"
692,crayfish,"['fish', 'creature']","['bass', 'fish', 'fins']"
693,crayon,"['tool', 'pencil']","['ink', 'pencil', 'paper']"
694,crocodile,['predator'],"['lizard', 'snake', 'fish']"
695,crossbow,"['weapon', 'bow']","['cannon', 'spear', 'sword']"
696,crowbar,"['tool', 'lever', 'weapon']","['hammer', 'hook', 'spear']"
697,cucumber,"['vegetable', 'fruit', 'cylinder']","['beans', 'corn', 'sugar']"
698,cup,"['vessel', 'container', 'trophy', 'cylinder']","['bowl', 'spoon', 'plate']"
699,currant,"['fruit', 'grape']","['salt', 'oil', 'water']"
700,cushion,"['decoration', 'pillow']","['seat', 'carpet', 'pillow']"
701,cymbal,['disc'],"['drum', 'drums', 'piano']"
702,daffodil,"['flower', 'bulb', 'plant', 'symbol', 'gift']","['tomato', 'cotton', 'squash']"
703,dagger,['weapon'],"['sword', 'bow', 'spear']"
704,daisy,"['flower', 'plant', 'weed']","['flowers', 'bells', 'trumpet']"
705,dandelion,"['flower', 'weed', 'plant']","['oak', 'butterfly', 'rose']"
706,dates,"['fruit', 'food']","['numbers', 'letters', 'words']"
707,deckchair,"['chair', 'seat', 'frame']","['chair', 'chairs', 'deck']"
708,desk,['table'],"['chair', 'chairs', 'computer']"
709,dice,"['cube', 'toy']","['cards', 'coins', 'weapons']"
710,dictionary,"['book', 'resource']","['books', 'book', 'history']"
711,dinghy,"['boat', 'device']","['canoe', 'boat', 'fishing']"
712,dishwasher,"['utility', 'device']","['sink', 'kitchen', 'toilet']"
713,dog,"['pet', 'companion']","['cat', 'pig', 'horse']"
714,doll,"['toy', 'child', 'baby']","['toy', 'baby', 'child']"
715,doughnut,"['cake', 'ring', 'treat', 'snack']","['cake', 'coffee', 'chocolate']"
716,dove,"['bird', 'symbol']","['fish', 'butterfly', 'turtle']"
717,dresser,['table'],"['bed', 'mirror', 'toilet']"
718,drill,['tool'],"['percussion', 'fire', 'paper']"
719,duck,"['bird', 'meat']","['fish', 'squirrel', 'rabbit']"
720,ear,['feature'],"['nose', 'mouth', 'tongue']"
721,eel,['fish'],"['bass', 'fish', 'seal']"
722,elm,"['tree', 'wood', 'plant']","['oak', 'wheat', 'apples']"
723,emu,['bird'],"['rock', 'drums', 'japanese']"
724,encyclopaedia,"['book', 'resource', 'tool']","['books', 'articles', 'online']"
725,envelope,"['square', 'container']","['paper', 'stamp', 'letter']"
726,eucalyptus,"['tree', 'leaf', 'plant', 'flower']","['oak', 'gum', 'cotton']"
727,falcon,"['bird', 'hunter', 'predator']","['hawk', 'cat', 'deer']"
728,fence,"['boundary', 'border', 'perimeter', 'barrier', 'defence']","['walls', 'gate', 'windows']"
729,fern,['plant'],"['oak', 'wood', 'tree']"
730,ferry,"['boat', 'ship']","['boat', 'car', 'transport']"
731,finger,['digit'],"['thumb', 'nail', 'hand']"
732,fir,"['tree', 'plant']","['oak', 'orange', 'wood']"
733,flamingo,['bird'],"['butterfly', 'monkey', 'orange']"
734,flannel,"['towel', 'material', 'cloth']","['underwear', 'linen', 'jeans']"
735,flea,"['parasite', 'creature']","['tomato', 'tobacco', 'wheat']"
736,flounder,['fish'],"['fish', 'fly', 'rock']"
737,flour,"['powder', 'grain', 'food']","['sugar', 'butter', 'water']"
738,football,"['sphere', 'ball', 'toy']","['sport', 'squash', 'medicine']"
739,frisbee,"['toy', 'disc', 'game']","['squash', 'chicken', 'rabbit']"
740,garlic,"['vegetable', 'bulb', 'root', 'herb']","['salt', 'water', 'sugar']"
741,geranium,"['flower', 'plant']","['sugar', 'salt', 'gum']"
742,gerbil,['pet'],"['lizard', 'dog', 'pig']"
743,gherkin,"['vegetable', 'fruit']","['silk', 'tobacco', 'cotton']"
744,gin,"['drink', 'spirit', 'liquid']","['tobacco', 'vodka', 'wine']"
745,glue,"['stick', 'paste', 'solvent']","['paper', 'paint', 'wax']"
746,goldfish,"['fish', 'pet']","['bass', 'gold', 'silver']"
747,gong,['disc'],"['bells', 'drums', 'horns']"
748,goose,"['bird', 'creature']","['sheep', 'rabbit', 'deer']"
749,gown,"['garment', 'dress']","['shoes', 'cap', 'tie']"
750,grape,"['fruit', 'snack']","['wine', 'cheese', 'tomato']"
751,grapefruit,"['fruit', 'plant']","['apples', 'grapes', 'tomato']"
752,grater,['tool'],"['bread', 'cheese', 'spoon']"
753,grenade,"['weapon', 'bomb']","['bomb', 'gun', 'ammunition']"
754,gun,"['weapon', 'firearm']","['ammunition', 'knife', 'knives']"
755,ham,['joint'],"['cheese', 'eggs', 'bacon']"
756,hammer,['tool'],"['nails', 'nail', 'knife']"
757,hamster,['pet'],"['rabbit', 'chicken', 'sheep']"
758,harpoon,"['weapon', 'spear', 'tool']","['trumpet', 'guitar', 'horn']"
759,hatchet,"['weapon', 'tool']","['knife', 'spear', 'sword']"
760,hawk,"['bird', 'predator', 'hunter']","['bird', 'dog', 'cat']"
761,helicopter,['machine'],"['missiles', 'radio', 'missile']"
762,heron,['bird'],"['butterfly', 'bird', 'hawk']"
763,herring,['fish'],"['salt', 'fish', 'tobacco']"
764,hoe,['tool'],"['stick', 'hook', 'hammer']"
765,hook,['tool'],"['chain', 'knot', 'twist']"
766,horse,['pet'],"['cattle', 'carriage', 'wagon']"
767,hose,"['tube', 'pipe', 'tool']","['rope', 'pipe', 'pipes']"
768,houseboat,"['boat', 'house', 'home', 'residence']","['canoe', 'boat', 'ship']"
769,hummingbird,['bird'],"['butterfly', 'bee', 'bird']"
770,hutch,"['cage', 'home', 'shelter']","['pole', 'board', 'rope']"
771,hyacinth,"['flower', 'plant']","['algae', 'oxygen', 'pollen']"
772,hyena,"['dog', 'predator', 'cat']","['deer', 'rabbit', 'sheep']"
773,ibuprofen,"['pill', 'tablet', 'drug']","['drugs', 'alcohol', 'ethanol']"
774,iguana,"['lizard', 'pet']","['fish', 'turtle', 'lizard']"
775,jam,"['preserve', 'food', 'spread']","['coffee', 'wine', 'roll']"
776,jar,['container'],"['bowl', 'cup', 'container']"
777,jeep,"['car', 'vehicle']","['tank', 'car', 'vehicle']"
778,jellyfish,"['creature', 'killer', 'fish']","['fish', 'algae', 'bass']"
779,jug,"['container', 'vessel']","['bottle', 'bucket', 'pipe']"
780,kayak,"['boat', 'canoe', 'sport']","['canoe', 'fishing', 'boat']"
781,ketchup,"['sauce', 'liquid']","['coffee', 'sugar', 'chocolate']"
782,kettle,"['device', 'container', 'vessel']","['soap', 'pot', 'comb']"
